period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1,postcode,latitude,longitude
2022-07-01,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24182.0,11724.0,753,5942,M6 8HD,53.4875,-2.3234
2022-07-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4255.0,2013.0,2,1249,DT1 2JY,50.7127,-2.4456
2022-07-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6030.0,3250.0,0,2114,GU2 7XX,51.241017,-0.607463
2022-07-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12796.0,4016.0,40,3199,SE1 9RT,51.5035,-0.0869
2022-07-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8739.0,3972.0,935,2411,FY3 8NR,53.805,-3.007
2022-07-01,C82009,MARKET HARBOROUGH MED.CTR,0.0,0.0,0,0,LE16 9BX,52.4771,-0.9248
2022-07-01,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,TW11 8HU,51.4275,-0.3266
2022-07-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13560.0,5135.0,532,3865,DN33 2BA,53.5461,-0.0957
2022-07-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11486.0,4124.0,0,2698,RG1 5AN,51.4492,-0.958
2022-07-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16824.0,0.0,8,4399,LU4 0DZ,51.894,-0.474
2022-07-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12179.0,0.0,145,2813,W2 1NY,51.5175,-0.1749
2022-07-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,20066.0,10364.0,733,5995,BN2 5BE,50.8182,-0.1168
2022-07-01,Y02676,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,0,0,BN1 3XE,50.8277,-0.1414
2022-07-01,NQT51,STATION PLAZA HEALTH CENTRE,0.0,0.0,0,0,TN34 1BA,50.8574,0.5809
2022-07-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19655.0,0.0,38,2641,SW10 9NH,51.4846,-0.1783
2022-07-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9900.0,4437.0,5,2232,KT16 0PZ,51.3887,-0.5089
2022-07-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10019.0,3443.0,62,2494,RH1 5RH,51.219194,-0.162009
2022-07-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,NW1 5JD,51.5226,-0.1571
2022-07-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,21983.0,8908.0,496,3305,NW3 2QG,51.553,-0.1657
2022-07-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12848.0,6932.0,665,4790,ST4 6QG,52.9956,-2.185
2022-07-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9838.0,5831.0,170,2716,SG1 4AB,51.9146,-0.2222
2022-07-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5599.0,2545.0,40,2022,SN3 6BB,51.549,-1.755
2022-07-01,R1H,BARTS HEALTH NHS TRUST,24718.0,10774.0,351,5173,E1 2ES,51.5172,-0.0561
2022-07-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8034.0,4152.0,69,1978,CH49 5PE,53.3723,-3.093
2022-07-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8479.0,0.0,10,3141,PO6 3LY,50.8529,-1.0661
2022-07-01,RPA,MEDWAY NHS FOUNDATION TRUST,9043.0,3804.0,138,2429,ME7 5NY,51.3823,0.5533
2022-07-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8341.0,3936.0,134,2133,,,
2022-07-01,RVJ,NORTH BRISTOL NHS TRUST,8239.0,4037.0,304,3056,BS10 5NB,51.497,-2.594
2022-07-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7820.0,2802.0,227,1959,PR8 6ZS,53.627,-2.9858
2022-07-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7699.0,5047.0,0,2808,WD18 0HB,51.6506,-0.3977
2022-07-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7235.0,2919.0,398,1980,WA5 1QG,53.393977,-2.610718
2022-07-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29819.0,10489.0,10,8410,SS0 0RY,51.554,0.6877
2022-07-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11613.0,5141.0,3,3563,OX3 9DU,51.763,-1.2195
2022-07-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17332.0,3150.0,17,5067,TN2 4QJ,51.1491,0.3073
2022-07-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4209.0,1685.0,14,1266,SP2 8BJ,51.045,-1.805
2022-07-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,L34 1PJ,53.4281,-2.7872
2022-07-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6907.0,3326.0,444,1479,CH2 1UL,53.2086,-2.8986
2022-07-01,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,SO40 2RZ,50.9206,-1.5271
2022-07-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9416.0,3664.0,0,3582,HP21 8AL,51.8075,-0.8086
2022-07-01,ARN03,LOCAL CARE DIRECT,0.0,0.0,0,0,LS7 2BQ,53.8104,-1.539
2022-07-01,DD401,EXMOUTH MINOR INJURY UNIT,0.0,0.0,0,0,EX8 2JN,50.6205,-3.4016
2022-07-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14200.0,0.0,83,3836,BH7 7DW,50.7479,-1.8219
2022-07-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7199.0,2844.0,544,1912,KT2 7QB,51.4145,-0.2816
2022-07-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14667.0,8127.0,621,3627,SE5 9RS,51.468,-0.0938
2022-07-01,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0,0,RG12 1YQ,51.4144,-0.7539
2022-07-01,AXG,WILTSHIRE HEALTH & CARE,0.0,0.0,0,0,SN1 2PA,51.569667,-1.759593
2022-07-01,DT301,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,0,0,AL7 4HL,51.7986,-0.1852
2022-07-01,NNF09,BRANSHOLME HEALTH CENTRE,0.0,0.0,0,0,HU7 4DW,53.7874,-0.3214
2022-07-01,NNF76,THE WILBERFORCE HEALTH CENTRE,0.0,0.0,0,0,HU1 3SA,53.7462,-0.3421
2022-07-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,0,0,HU17 0FA,53.8528,-0.4132
2022-07-01,NNFA7,GOOLE & DISTRICT HOSPITAL,0.0,0.0,0,0,DN14 6RX,53.7155,-0.8749
2022-07-01,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,0,0,NG6 8WR,52.9972,-1.188
2022-07-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11910.0,4637.0,0,4539,SR4 7TP,54.902,-1.406
2022-07-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0,0,HA7 4LP,51.632,-0.305
2022-07-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,0,0,RM13 8GQ,51.5186,0.1711
2022-07-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5551.0,1331.0,0,1016,L12 2AP,53.4205,-2.8968
2022-07-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,SY10 7AG,52.8842,-3.0323
2022-07-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8363.0,3265.0,0,2439,S75 2EP,53.5591,-1.4965
2022-07-01,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,L14 3PE,53.4194,-2.8917
2022-07-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,0,0,RH1 6DS,51.2298,-0.1681
2022-07-01,Y03218,THE PINN UNREGISTERED WIC,0.0,0.0,0,0,HA5 3EE,51.5931,-0.3826
2022-07-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12076.0,6544.0,752,3809,LN2 5QY,53.234,-0.512
2022-07-01,NQT10,ASSURA READING LLP,0.0,0.0,0,0,RG2 9EH,51.4083,-0.9631
2022-07-01,NQT5F,SKELMERSDALE WALK IN CENTRE,0.0,0.0,0,0,WN8 6LJ,53.549,-2.775
2022-07-01,NQT5H,PAULTON MEMORIAL HOSPITAL,0.0,0.0,0,0,BS39 7SD,51.3006,-2.4938
2022-07-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6569.0,2393.0,284,1588,NR31 6LA,52.5617,1.7177
2022-07-01,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,CH42 0LQ,53.3726,-3.0144
2022-07-01,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,0,0,B29 6JG,52.4384,-1.9384
2022-07-01,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0,0,B23 6SJ,52.5236,-1.8452
2022-07-01,AD913,BECKENHAM BEACON UCC,0.0,0.0,0,0,BR3 3QL,51.4082,-0.0258
2022-07-01,C82038,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,0,0,LE13 1NX,52.765,-0.886
2022-07-01,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,RH19 3DZ,51.1353,0.0018
2022-07-01,L83087,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,0,0,EX20 1AY,50.7391,-3.9997
2022-07-01,NTV0B,ASHFORD WALK-IN-CENTRE,0.0,0.0,0,0,TW15 3FE,51.4321,-0.4567
2022-07-01,NTV0W,WOKING WALK IN CENTRE,0.0,0.0,0,0,GU22 7HS,51.315,-0.5565
2022-07-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,TN25 4AZ,51.1324,0.8786
2022-07-01,AJN,WORKINGTON HEALTH LIMITED,0.0,0.0,0,0,CA14 2RW,54.6427,-3.5513
2022-07-01,AQN04,PHL LYMINGTON UTC,0.0,0.0,0,0,SO41 8QD,50.7585,-1.5443
2022-07-01,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,0,0,B18 7AL,52.4877,-1.9374
2022-07-01,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,OX4 4XN,51.7166,-1.2193
2022-07-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15154.0,4164.0,2,2991,HD3 3EA,53.6551,-1.822
2022-07-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15345.0,7449.0,22,3149,B71 4HJ,52.5277,-1.9889
2022-07-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,0,0,AL7 1BW,51.8014,-0.1946
2022-07-01,NNJ,DHU HEALTH CARE C.I.C,0.0,0.0,0,0,DE21 6BF,52.9146,-1.4281
2022-07-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5792.0,779.0,0,886,B4 6NH,52.4869,-1.8922
2022-07-01,8J094,BADGER LTD,0.0,0.0,0,0,SS15 4DB,51.5877,0.417
2022-07-01,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,GL3 4AW,51.8592,-2.225
2022-07-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10371.0,4141.0,417,3949,BB2 3HH,53.7316,-2.4765
2022-07-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,0,0,LN5 7JH,53.2247,-0.5352
2022-07-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,0,0,S42 7JE,53.253,-1.475
2022-07-01,Y02147,URGENT CARE CENTRE (QMS),0.0,0.0,0,0,DA14 6LT,51.4263,0.1083
2022-07-01,C83023,SLEAFORD MEDICAL GROUP,0.0,0.0,0,0,NG34 7HD,52.9983,-0.4094
2022-07-01,NLX,SIRONA CARE & HEALTH,0.0,0.0,0,0,BS37 5AF,51.5405,-2.4142
2022-07-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,0,0,PO3 6DW,50.7993,-1.0619
2022-07-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,29805.0,15470.0,9,7598,M13 9WL,53.4616,-2.2252
2022-07-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11874.0,5250.0,372,6184,HA1 3UJ,51.5815,-0.3422
2022-07-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14707.0,6515.0,878,3864,BS1 3NU,51.4595,-2.593
2022-07-01,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,EC1V 2PD,51.5275,-0.0895
2022-07-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6886.0,4014.0,337,2160,CW1 4QJ,53.1177,-2.4759
2022-07-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16953.0,8362.0,16,4917,L7 8XP,53.4098,-2.9674
2022-07-01,RH5,SOMERSET NHS FOUNDATION TRUST,7092.0,3695.0,66,1752,BA21 4AT,50.9447,-2.6345
2022-07-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10783.0,3330.0,579,2531,SW17 0QT,51.4267,-0.1757
2022-07-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11558.0,5818.0,1,3104,CV2 2DX,52.4212,-1.4378
2022-07-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5868.0,1738.0,0,1629,CV10 7DJ,52.5108,-1.4757
2022-07-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10554.0,6456.0,570,2295,NR4 7UY,52.6225,1.2217
2022-07-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11452.0,4017.0,0,2632,DA2 8DA,51.4343,0.2603
2022-07-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10814.0,2327.0,12,1660,E9 6SR,51.5504,-0.0483
2022-07-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5916.0,2084.0,18,1651,NE9 6SX,54.9366,-1.5853
2022-07-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9214.0,2026.0,0,4991,NE23 6NZ,55.0741,-1.5695
2022-07-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8379.0,2600.0,0,1686,MK6 5LD,52.0264,-0.7363
2022-07-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13459.0,5011.0,123,2825,DN2 5LT,53.5306,-1.1042
2022-07-01,C82010,OAKHAM MEDICAL PRACTICE,0.0,0.0,0,0,LE15 6NT,52.6708,-0.7375
2022-07-01,RLQ,WYE VALLEY NHS TRUST,5971.0,2547.0,318,1356,HR1 2ER,52.0615,-2.7144
2022-07-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9336.0,0.0,0,2102,NN16 8UZ,52.4028,-0.7413
2022-07-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10734.0,5657.0,458,3110,HU3 2JZ,53.7446,-0.3353
2022-07-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,S71 5AS,53.5494,-1.4409
2022-07-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0,0,BS15 1PX,51.4707,-2.5096
2022-07-01,Y02428,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,0,0,MK41 9JE,52.1481,-0.4391
2022-07-01,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,0,0,LE11 5JY,52.7735,-1.2246
2022-07-01,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,0,0,LE5 3GH,52.6375,-1.1072
2022-07-01,NNJ12,MARKET HARBOROUGH,0.0,0.0,0,0,LE16 7AF,52.4776,-0.9205
2022-07-01,NNJ13,MELTON MOWBRAY,0.0,0.0,0,0,LE13 1GH,52.7659,-0.8869
2022-07-01,NNJ14,OADBY,0.0,0.0,0,0,LE2 5PF,52.5981,-1.0839
2022-07-01,NNJ15,OAKHAM,0.0,0.0,0,0,LE15 6NT,52.6708,-0.7375
2022-07-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,0,0,HU3 5QE,53.742,-0.3847
2022-07-01,NV693,ROSSENDALE MIU & OOH,0.0,0.0,0,0,BB4 7PL,53.7032,-2.2856
2022-07-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,0,0,SY2 6FG,52.6946,-2.7261
2022-07-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5826.0,1283.0,0,1636,BA21 4AT,50.9447,-2.6345
2022-07-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5974.0,3138.0,23,1621,UB8 3NN,51.526,-0.4619
2022-07-01,RBK,WALSALL HEALTHCARE NHS TRUST,8018.0,3239.0,35,2872,WS2 9PS,52.5853,-1.984
2022-07-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5083.0,345.0,0,819,S10 2TH,53.3792,-1.492
2022-07-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6041.0,3362.0,645,1873,TR1 3LJ,50.2667,-5.0916
2022-07-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12535.0,7740.0,609,2935,PE3 9GZ,52.5965,-0.2701
2022-07-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9880.0,0.0,619,2601,CB2 0QQ,52.1746,0.1419
2022-07-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10785.0,4375.0,0,3123,SO16 6YD,50.933,-1.4351
2022-07-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12930.0,3444.0,194,5360,WV10 0QP,52.5988,-2.0949
2022-07-01,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,0,0,SO14 0YG,50.9122,-1.3961
2022-08-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8292.0,0.0,0,1919,NN16 8UZ,52.4028,-0.7413
2022-08-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12583.0,5092.0,207,2850,DN2 5LT,53.5306,-1.1042
2022-08-01,C83023,SLEAFORD MEDICAL GROUP,0.0,0.0,0,0,NG34 7HD,52.9983,-0.4094
2022-08-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,S71 5AS,53.5494,-1.4409
2022-08-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,0,0,LN5 7JH,53.2247,-0.5352
2022-08-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,TN25 4AZ,51.1324,0.8786
2022-08-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10267.0,3280.0,0,2612,DA2 8DA,51.4343,0.2603
2022-08-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9011.0,3251.0,183,2419,RH1 5RH,51.219194,-0.162009
2022-08-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12568.0,3549.0,130,5343,WV10 0QP,52.5988,-2.0949
2022-08-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,7357.0,0.0,0,2513,S60 2UD,53.4139,-1.3429
2022-08-01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,PL26 6AD,50.335,-4.792
2022-08-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9345.0,2236.0,612,2260,SW17 0QT,51.4267,-0.1757
2022-08-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9148.0,0.0,402,1904,CB2 0QQ,52.1746,0.1419
2022-08-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16591.0,7967.0,300,5109,L7 8XP,53.4098,-2.9674
2022-08-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6456.0,3518.0,678,1852,TR1 3LJ,50.2667,-5.0916
2022-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4201.0,413.0,0,828,L12 2AP,53.4205,-2.8968
2022-08-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6486.0,2478.0,415,1784,KT2 7QB,51.4145,-0.2816
2022-08-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0,0,HA7 4LP,51.632,-0.305
2022-08-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9947.0,2881.0,20,2417,BD9 6RJ,53.8069,-1.7855
2022-08-01,RKE,WHITTINGTON HEALTH NHS TRUST,8081.0,2175.0,34,967,N19 5NF,51.5665,-0.1395
2022-08-01,NNF09,BRANSHOLME HEALTH CENTRE,0.0,0.0,0,0,HU7 4DW,53.7874,-0.3214
2022-08-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10037.0,5584.0,709,2211,NR4 7UY,52.6225,1.2217
2022-08-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,0,0,HU17 0FA,53.8528,-0.4132
2022-08-01,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,0,0,B18 7AL,52.4877,-1.9374
2022-08-01,DD401,EXMOUTH MINOR INJURY UNIT,0.0,0.0,0,0,EX8 2JN,50.6205,-3.4016
2022-08-01,Y03571,CORBY URGENT CARE CENTRE,0.0,0.0,0,0,NN17 2UR,52.4975,-0.7053
2022-08-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,0,0,AL7 1BW,51.8014,-0.1946
2022-08-01,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0,0,WA5 7TY,53.3921,-2.611
2022-08-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8481.0,3287.0,102,2560,SK2 7JE,53.3744,-2.1326
2022-08-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9958.0,5297.0,408,2920,HU3 2JZ,53.7446,-0.3353
2022-08-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,6932.0,2580.0,236,1769,PR8 6ZS,53.627,-2.9858
2022-08-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,0,0,HU3 5QE,53.742,-0.3847
2022-08-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11526.0,3410.0,33,1429,NW1 2BU,51.5218,-0.134
2022-08-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,30344.0,14379.0,525,8567,B15 2GW,52.451,-1.9392
2022-08-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5546.0,2257.0,36,1622,NE9 6SX,54.9366,-1.5853
2022-08-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17330.0,0.0,22,2524,SW10 9NH,51.4846,-0.1783
2022-08-01,RPA,MEDWAY NHS FOUNDATION TRUST,7631.0,3299.0,148,2402,ME7 5NY,51.3823,0.5533
2022-08-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5944.0,3698.0,145,1673,TQ2 7AA,50.4919,-3.5356
2022-08-01,RJN,EAST CHESHIRE NHS TRUST,4126.0,1837.0,74,853,SK10 3BL,53.2636,-2.125
2022-08-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11443.0,3337.0,0,2684,RG1 5AN,51.4492,-0.958
2022-08-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11385.0,6740.0,540,2940,PE3 9GZ,52.5965,-0.2701
2022-08-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3348.0,1699.0,21,1772,S44 5BL,53.2333,-1.3833
2022-08-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4430.0,1772.0,82,1036,HG2 7SX,53.9837,-1.5253
2022-08-01,RBK,WALSALL HEALTHCARE NHS TRUST,7472.0,2812.0,13,2743,WS2 9PS,52.5853,-1.984
2022-08-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26057.0,13178.0,9,7385,M13 9WL,53.4616,-2.2252
2022-08-01,NNFA7,GOOLE & DISTRICT HOSPITAL,0.0,0.0,0,0,DN14 6RX,53.7155,-0.8749
2022-08-01,NNF76,THE WILBERFORCE HEALTH CENTRE,0.0,0.0,0,0,HU1 3SA,53.7462,-0.3421
2022-08-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,0,0,SY2 6FG,52.6946,-2.7261
2022-08-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,L34 1PJ,53.4281,-2.7872
2022-08-01,NQT10,ASSURA READING LLP,0.0,0.0,0,0,RG2 9EH,51.4083,-0.9631
2022-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7711.0,3039.0,0,3367,HP21 8AL,51.8075,-0.8086
2022-08-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14295.0,3821.0,0,2992,HD3 3EA,53.6551,-1.822
2022-08-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18662.0,8711.0,890,4387,LE1 9WW,52.6323,-1.1249
2022-08-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9085.0,0.0,0,3141,PO6 3LY,50.8529,-1.0661
2022-08-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8194.0,2338.0,0,2405,S75 2EP,53.5591,-1.4965
2022-08-01,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,L14 3PE,53.4194,-2.8917
