period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7068.0,3415.0,76,2799
,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23507.0,9141.0,962,7732
,R1F,ISLE OF WIGHT NHS TRUST,4136.0,1678.0,68,1161
,R1H,BARTS HEALTH NHS TRUST,22906.0,10470.0,962,4110
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8651.0,2191.0,124,2311
,RBK,WALSALL HEALTHCARE NHS TRUST,8257.0,3202.0,358,3483
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5570.0,1182.0,0,816
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9502.0,5345.0,433,4251
,RCF,AIREDALE NHS FOUNDATION TRUST,5169.0,2298.0,162,1442
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11244.0,6074.0,778,5855
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5996.0,3019.0,151,2491
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10784.0,4900.0,11,3568
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9085.0,3570.0,19,1883
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,11931.0,4204.0,446,1139
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9495.0,4191.0,170,3531
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7669.0,3540.0,327,1470
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12394.0,4429.0,124,3496
,RPA,MEDWAY NHS FOUNDATION TRUST,7722.0,2739.0,707,1577
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6655.0,3542.0,440,1981
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11293.0,4249.0,35,3415
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8770.0,2769.0,3,3496
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,16929.0,7999.0,862,3737
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8117.0,2707.0,382,2905
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11788.0,5878.0,1177,2602
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8151.0,4986.0,391,3249
,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,14759.0,6039.0,1070,4170
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16890.0,3358.0,189,4950
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6149.0,3291.0,908,1542
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7854.0,3654.0,579,2405
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,10449.0,4239.0,455,2100
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,11724.0,4853.0,16,4006
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13998.0,5660.0,664,4689
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7674.0,3269.0,205,2305
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9643.0,4689.0,630,2413
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7927.0,4223.0,8,3372
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10792.0,3503.0,294,2292
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4962.0,2388.0,378,2201
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11981.0,3195.0,203,1231
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9712.0,3009.0,652,1793
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8035.0,4478.0,267,2493
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9494.0,3716.0,12,2192
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4700.0,982.0,6,979
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11154.0,4359.0,0,3945
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8065.0,2134.0,738,2380
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6292.0,2296.0,392,982
,RXF,MID YORKSHIRE TEACHING NHS TRUST,14812.0,6475.0,458,3169
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3471.0,1509.0,24,1548
,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22781.0,9896.0,1005,6566
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6626.0,3677.0,871,1781
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11067.0,4982.0,364,3265
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14519.0,7643.0,509,4242
,RH5,SOMERSET NHS FOUNDATION TRUST,10816.0,5066.0,271,2698
,TOTAL,TOTAL,1241931.0,521619.0,47623,362605
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14485.0,4954.0,33,2970
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6632.0,4017.0,724,2149
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6535.0,3057.0,456,1611
,RJN,EAST CHESHIRE NHS TRUST,4011.0,2049.0,451,784
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4739.0,1550.0,90,1173
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14224.0,6639.0,1117,4597
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8663.0,3459.0,0,2894
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10059.0,3370.0,521,2810
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9612.0,3640.0,703,2940
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10809.0,6163.0,55,4624
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5843.0,2900.0,70,2166
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6370.0,2953.0,122,2035
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10692.0,4832.0,196,2578
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6385.0,1892.0,13,2451
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8851.0,2289.0,122,2521
,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8229.0,3010.0,28,4215
,RLQ,WYE VALLEY NHS TRUST,5515.0,2460.0,323,1416
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12351.0,7172.0,713,2758
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12296.0,4996.0,484,4019
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13814.0,6286.0,1064,8389
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7423.0,2959.0,707,1829
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8603.0,4558.0,860,2776
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12006.0,3674.0,847,5690
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7889.0,4506.0,190,1692
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11656.0,4559.0,41,3591
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8263.0,4033.0,774,2749
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14626.0,5610.0,909,5092
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28930.0,11052.0,451,8794
,RCF,AIREDALE NHS FOUNDATION TRUST,5350.0,2341.0,237,1554
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7840.0,3214.0,0,2167
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5987.0,3231.0,545,2492
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,14126.0,7503.0,834,5055
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4792.0,2606.0,717,1678
,RMC,BOLTON NHS FOUNDATION TRUST,7790.0,3727.0,504,2424
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9817.0,3720.0,0,1899
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8461.0,3466.0,938,2282
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33067.0,13753.0,1847,10511
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4804.0,2841.0,49,1690
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8707.0,5136.0,614,3502
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,21070.0,9121.0,1178,6395
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17894.0,3826.0,274,5178
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12293.0,5250.0,23,4334
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10375.0,3310.0,322,4204
,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9443.0,5433.0,1316,3068
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24310.0,11707.0,749,5458
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13728.0,7460.0,738,6525
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,24850.0,9848.0,1939,4965
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5973.0,3503.0,79,1815
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3841.0,1873.0,93,1760
,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16188.0,6164.0,482,7454
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10119.0,5742.0,949,4477
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8708.0,3595.0,109,1987
,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7498.0,2820.0,122,2241
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8430.0,4007.0,798,1685
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10341.0,4889.0,195,4013
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11094.0,3552.0,449,3295
,RNZ,SALISBURY NHS FOUNDATION TRUST,4372.0,1699.0,19,1312
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5878.0,2555.0,0,1654
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9372.0,2780.0,7,3876
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17941.0,8790.0,1028,3962
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7207.0,4011.0,94,2662
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8682.0,3255.0,560,3200
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7612.0,3990.0,129,3276
,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7258.0,3722.0,439,2449
,RBK,WALSALL HEALTHCARE NHS TRUST,9044.0,3512.0,324,3896
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5771.0,1222.0,0,860
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15468.0,7204.0,22,4816
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4046.0,278.0,0,1017
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11834.0,6231.0,885,6166
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,22829.0,8728.0,633,6324
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6401.0,3389.0,392,2712
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14196.0,6058.0,883,3744
,RH5,SOMERSET NHS FOUNDATION TRUST,11562.0,5403.0,329,2994
,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11393.0,5065.0,261,3644
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11405.0,4425.0,14,4061
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9690.0,3843.0,71,2114
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,12997.0,5139.0,441,1209
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13301.0,7150.0,1318,5493
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8659.0,4696.0,1018,5519
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15093.0,7166.0,1279,3632
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10068.0,4836.0,189,3786
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11610.0,5201.0,30,1779
,RKE,WHITTINGTON HEALTH NHS TRUST,9061.0,2865.0,466,1137
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6748.0,2378.0,224,1130
,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24521.0,10941.0,1488,7213
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5176.0,2581.0,498,2350
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8787.0,2924.0,95,3650
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8129.0,4039.0,657,2420
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13236.0,5143.0,255,4208
,RPA,MEDWAY NHS FOUNDATION TRUST,8263.0,3239.0,756,1905
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19579.0,6626.0,56,2841
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16895.0,7386.0,679,3763
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7069.0,3999.0,569,2013
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12580.0,3457.0,244,1343
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12179.0,4551.0,569,2635
,RVJ,NORTH BRISTOL NHS TRUST,8183.0,3292.0,545,2920
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10516.0,3149.0,739,1916
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12952.0,6343.0,1380,3056
,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,15569.0,6284.0,1317,4703
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8687.0,4818.0,340,2953
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15464.0,7941.0,779,4567
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11443.0,4641.0,511,2938
,R1F,ISLE OF WIGHT NHS TRUST,4428.0,1822.0,169,1275
,R1H,BARTS HEALTH NHS TRUST,25012.0,11280.0,1319,4419
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7900.0,3122.0,204,2539
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9799.0,4602.0,646,2710
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8814.0,5022.0,22,3721
,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9971.0,4829.0,349,3461
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12018.0,4148.0,379,2563
,RWJ,STOCKPORT NHS FOUNDATION TRUST,7893.0,3490.0,500,2744
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12227.0,5362.0,551,3722
,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,24951.0,9961.0,1176,8454
,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10961.0,2378.0,24,1836
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8811.0,2673.0,838,2575
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7439.0,3996.0,976,2069
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10473.0,4345.0,37,2479
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11828.0,4444.0,0,4627
,RXF,MID YORKSHIRE TEACHING NHS TRUST,15436.0,6333.0,1191,3382
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4731.0,744.0,11,967
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6551.0,3508.0,1131,1716
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,12294.0,4986.0,1310,3983
,TOTAL,TOTAL,1326670.0,566267.0,61529,400481
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7250.0,4462.0,645,2110
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6821.0,3146.0,65,2274
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7796.0,2945.0,205,1665
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10479.0,3919.0,661,3039
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16305.0,2568.0,5,2811
,AQM01,FAVERSHAM MEDICAL PRACTICE MIU,0.0,0.0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6756.0,3003.0,90,1934
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9300.0,2619.0,0,3072
,RLQ,WYE VALLEY NHS TRUST,6022.0,2883.0,249,1452
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11022.0,4902.0,12,4357
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5246.0,1393.0,15,1107
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4611.0,401.0,0,1007
,RJN,EAST CHESHIRE NHS TRUST,4561.0,1991.0,148,932
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5321.0,2837.0,751,1743
,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11355.0,1983.0,26,1764
,R1F,ISLE OF WIGHT NHS TRUST,4389.0,1709.0,96,1379
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9416.0,2417.0,49,2605
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,23038.0,9511.0,323,6204
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9248.0,2903.0,1,2085
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,12073.0,4572.0,31,2196
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7315.0,3562.0,145,3022
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13949.0,7070.0,819,2752
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25682.0,10832.0,106,5790
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6146.0,2946.0,58,2043
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4522.0,1479.0,23,1951
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6141.0,833.0,0,1002
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,7244.0,3689.0,487,2719
,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8577.0,2589.0,76,2276
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14521.0,7254.0,857,4960
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9285.0,5091.0,796,5481
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12857.0,3564.0,383,5887
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8572.0,3928.0,125,1867
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9636.0,5515.0,467,3684
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,15844.0,5623.0,252,5203
,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6888.0,3296.0,261,2331
,RBK,WALSALL HEALTHCARE NHS TRUST,9340.0,2710.0,105,3787
,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17566.0,6302.0,366,7747
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10790.0,5568.0,445,4997
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,8108.0,1923.0,102,2153
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15424.0,6518.0,833,3668
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,11073.0,3370.0,73,3657
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9650.0,4636.0,526,2899
,RMC,BOLTON NHS FOUNDATION TRUST,8145.0,3494.0,196,2521
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,9055.0,4663.0,650,1592
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11360.0,4453.0,579,3129
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,10164.0,3043.0,144,3450
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10011.0,3732.0,788,2031
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13955.0,4718.0,113,3975
,RPA,MEDWAY NHS FOUNDATION TRUST,9610.0,3160.0,533,1844
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7284.0,3697.0,6,2651
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9591.0,3396.0,280,3194
,RVJ,NORTH BRISTOL NHS TRUST,9454.0,3458.0,366,2654
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12541.0,5695.0,1210,2957
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4893.0,2330.0,1,1643
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22382.0,9216.0,609,6579
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18728.0,3906.0,111,5136
,RXF,MID YORKSHIRE TEACHING NHS TRUST,17183.0,6363.0,175,3679
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9115.0,4185.0,367,2825
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10764.0,3303.0,252,4052
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,13655.0,4634.0,1119,3950
,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27027.0,9659.0,588,9033
,G3P9C,TROWBRIDGE MINOR INJURIES UNIT,0.0,0.0,0,0
,NQT1I,CHIPPENHAM COMMUNITY HOSPITAL,0.0,0.0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6751.0,2154.0,12,2498
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,25947.0,9265.0,1606,5344
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16670.0,6174.0,5,4772
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8137.0,2996.0,0,2273
,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,13179.0,5256.0,170,3702
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8804.0,4571.0,9,3567
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,15988.0,8024.0,726,4331
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12377.0,5168.0,31,1568
,RKE,WHITTINGTON HEALTH NHS TRUST,9198.0,2615.0,167,1353
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9176.0,3794.0,426,2176
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10430.0,4313.0,622,2353
,RNZ,SALISBURY NHS FOUNDATION TRUST,4928.0,2094.0,53,1356
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20275.0,5543.0,55,2849
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5902.0,2036.0,1,1686
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18042.0,7129.0,331,3729
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35801.0,14957.0,1863,10220
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12515.0,4128.0,26,3731
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13825.0,5194.0,395,2937
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,18783.0,8654.0,850,4266
,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,17298.0,6855.0,942,4758
,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8361.0,2756.0,30,4420
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7196.0,3702.0,760,1802
,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,11139.0,6432.0,1379,3189
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14445.0,5845.0,127,4319
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31033.0,10241.0,378,8299
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16266.0,7834.0,852,4853
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13616.0,5949.0,642,8247
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7119.0,3319.0,95,2590
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14921.0,6334.0,838,3520
